2025-11-10,,,,,,,,,,,,,,,,,,,,,,,,,
American Express Co,AXP,3M Co,MMM,Amgen Inc,AMGN,Apple Inc,AAPL,Boeing Co,BA,Caterpillar Inc,CAT,Chevron Corp,CVX,Cisco Systems Inc,CSCO,Coca-Cola Co,KO,Dow Inc,DOW,Goldman Sachs Group Inc,GS,Home Depot Inc,HD,Honeywell International Inc,HON
Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close
2025-01-07 16:00:00,"223,96",2025-01-07 16:00:00,"223,96",2025-01-07 16:00:00,"146,23",2025-01-07 16:00:00,"243,17",2025-01-07 16:00:00,"289,34",2025-01-07 16:00:00,"101,02",2025-01-07 16:00:00,"422,37",2025-01-07 16:00:00,"72,09",2025-01-07 16:00:00,"161,3",2025-01-07 16:00:00,"324,93",2025-01-07 16:00:00,"241,68",2025-01-07 16:00:00,"514,25",2025-01-07 16:00:00,"38,92"
2025-01-08 16:00:00,"223,18",2025-01-08 16:00:00,"223,18",2025-01-08 16:00:00,"142,27",2025-01-08 16:00:00,"243,13",2025-01-08 16:00:00,"286,9",2025-01-08 16:00:00,"99,85",2025-01-08 16:00:00,"424,56",2025-01-08 16:00:00,"71,29",2025-01-08 16:00:00,"162,1",2025-01-08 16:00:00,"326,9",2025-01-08 16:00:00,"242,77",2025-01-08 16:00:00,"524,52",2025-01-08 16:00:00,"38,94"
2025-01-10 16:00:00,"219,75",2025-01-10 16:00:00,"219,75",2025-01-10 16:00:00,"142,06",2025-01-10 16:00:00,"239,87",2025-01-10 16:00:00,"282,31",2025-01-10 16:00:00,"99,25",2025-01-10 16:00:00,"418,95",2025-01-10 16:00:00,"71,2",2025-01-10 16:00:00,"158,56",2025-01-10 16:00:00,"317,85",2025-01-10 16:00:00,"232,43",2025-01-10 16:00:00,"520,69",2025-01-10 16:00:00,"37,81"
2025-01-13 16:00:00,"217,4",2025-01-13 16:00:00,"217,4",2025-01-13 16:00:00,"144,47",2025-01-13 16:00:00,"244,21",2025-01-13 16:00:00,"283,63",2025-01-13 16:00:00,"100,98",2025-01-13 16:00:00,"417,19",2025-01-13 16:00:00,"72,08",2025-01-13 16:00:00,"158,84",2025-01-13 16:00:00,"319,07",2025-01-13 16:00:00,"233,33",2025-01-13 16:00:00,"541,14",2025-01-13 16:00:00,"38,12"
2025-01-14 16:00:00,"217,75",2025-01-14 16:00:00,"217,75",2025-01-14 16:00:00,"144,75",2025-01-14 16:00:00,"247,47",2025-01-14 16:00:00,"281,58",2025-01-14 16:00:00,"99,65",2025-01-14 16:00:00,"415,67",2025-01-14 16:00:00,"71,17",2025-01-14 16:00:00,"159,74",2025-01-14 16:00:00,"323,54",2025-01-14 16:00:00,"236,93",2025-01-14 16:00:00,"543,74",2025-01-14 16:00:00,"38,28"
2025-01-15 16:00:00,"220,03",2025-01-15 16:00:00,"220,03",2025-01-15 16:00:00,"144,97",2025-01-15 16:00:00,"252,35",2025-01-15 16:00:00,"282,3",2025-01-15 16:00:00,"100,09",2025-01-15 16:00:00,"426,31",2025-01-15 16:00:00,"71,07",2025-01-15 16:00:00,"159,65",2025-01-15 16:00:00,"321,16",2025-01-15 16:00:00,"239,98",2025-01-15 16:00:00,"543,42",2025-01-15 16:00:00,"38,18"
2025-01-16 16:00:00,"222,66",2025-01-16 16:00:00,"222,66",2025-01-16 16:00:00,"147,77",2025-01-16 16:00:00,"254,27",2025-01-16 16:00:00,"279,74",2025-01-16 16:00:00,"100,7",2025-01-16 16:00:00,"424,58",2025-01-16 16:00:00,"71,11",2025-01-16 16:00:00,"160,5",2025-01-16 16:00:00,320,2025-01-16 16:00:00,"242,37",2025-01-16 16:00:00,"510,59",2025-01-16 16:00:00,"38,34"
2025-01-17 16:00:00,"224,79",2025-01-17 16:00:00,"224,79",2025-01-17 16:00:00,"147,03",2025-01-17 16:00:00,"259,16",2025-01-17 16:00:00,"280,95",2025-01-17 16:00:00,"97,92",2025-01-17 16:00:00,"429,03",2025-01-17 16:00:00,"70,84",2025-01-17 16:00:00,"161,13",2025-01-17 16:00:00,"324,56",2025-01-17 16:00:00,"239,52",2025-01-17 16:00:00,"509,76",2025-01-17 16:00:00,"38,78"
2025-01-21 16:00:00,"224,26",2025-01-21 16:00:00,"224,26",2025-01-21 16:00:00,"148,15",2025-01-21 16:00:00,"263,03",2025-01-21 16:00:00,"282,61",2025-01-21 16:00:00,"96,24",2025-01-21 16:00:00,"428,5",2025-01-21 16:00:00,"73,17",2025-01-21 16:00:00,"161,72",2025-01-21 16:00:00,"326,84",2025-01-21 16:00:00,"239,16",2025-01-21 16:00:00,"524,99",2025-01-21 16:00:00,"39,02"
2025-01-22 16:00:00,"223,26",2025-01-22 16:00:00,"223,26",2025-01-22 16:00:00,"145,27",2025-01-22 16:00:00,"262,84",2025-01-22 16:00:00,"281,35",2025-01-22 16:00:00,"95,68",2025-01-22 16:00:00,"446,2",2025-01-22 16:00:00,"74,04",2025-01-22 16:00:00,"164,74",2025-01-22 16:00:00,"332,62",2025-01-22 16:00:00,"246,72",2025-01-22 16:00:00,"519,72",2025-01-22 16:00:00,"38,95"
2025-01-23 16:00:00,"226,04",2025-01-23 16:00:00,"226,04",2025-01-23 16:00:00,"146,64",2025-01-23 16:00:00,"265,95",2025-01-23 16:00:00,"284,43",2025-01-23 16:00:00,"96,63",2025-01-23 16:00:00,"446,71",2025-01-23 16:00:00,"74,29",2025-01-23 16:00:00,"166,15",2025-01-23 16:00:00,"334,66",2025-01-23 16:00:00,"241,51",2025-01-23 16:00:00,"529,77",2025-01-23 16:00:00,"39,18"
2025-01-24 16:00:00,"224,8",2025-01-24 16:00:00,"224,8",2025-01-24 16:00:00,"146,82",2025-01-24 16:00:00,"264,84",2025-01-24 16:00:00,"285,46",2025-01-24 16:00:00,"95,55",2025-01-24 16:00:00,"444,06",2025-01-24 16:00:00,"73,57",2025-01-24 16:00:00,"164,12",2025-01-24 16:00:00,"333,88",2025-01-24 16:00:00,"241,86",2025-01-24 16:00:00,"532,51",2025-01-24 16:00:00,"39,54"
2025-01-27 16:00:00,"224,13",2025-01-27 16:00:00,"224,13",2025-01-27 16:00:00,"152,89",2025-01-27 16:00:00,"265,85",2025-01-27 16:00:00,"293,09",2025-01-27 16:00:00,"97,94",2025-01-27 16:00:00,"434,56",2025-01-27 16:00:00,"75,58",2025-01-27 16:00:00,"169,66",2025-01-27 16:00:00,"347,1",2025-01-27 16:00:00,"251,01",2025-01-27 16:00:00,"543,52",2025-01-27 16:00:00,"40,64"
2025-01-28 16:00:00,"225,66",2025-01-28 16:00:00,"225,66",2025-01-28 16:00:00,"150,38",2025-01-28 16:00:00,"267,14",2025-01-28 16:00:00,"291,15",2025-01-28 16:00:00,"97,45",2025-01-28 16:00:00,"447,2",2025-01-28 16:00:00,"74,39",2025-01-28 16:00:00,"166,19",2025-01-28 16:00:00,"359,95",2025-01-28 16:00:00,"248,43",2025-01-28 16:00:00,"542,48",2025-01-28 16:00:00,"40,4"
2025-01-29 16:00:00,"228,63",2025-01-29 16:00:00,"228,63",2025-01-29 16:00:00,"151,15",2025-01-29 16:00:00,"266,58",2025-01-29 16:00:00,"290,11",2025-01-29 16:00:00,"98,28",2025-01-29 16:00:00,"442,33",2025-01-29 16:00:00,"76,58",2025-01-29 16:00:00,"166,23",2025-01-29 16:00:00,354,2025-01-29 16:00:00,"249,52",2025-01-29 16:00:00,"538,1",2025-01-29 16:00:00,"40,28"
2025-01-30 16:00:00,"258,27",2025-01-30 16:00:00,"258,27",2025-01-30 16:00:00,"152,87",2025-01-30 16:00:00,"268,23",2025-01-30 16:00:00,"290,32",2025-01-30 16:00:00,"98,95",2025-01-30 16:00:00,"414,99",2025-01-30 16:00:00,"78,33",2025-01-30 16:00:00,"167,41",2025-01-30 16:00:00,"343,57",2025-01-30 16:00:00,"249,09",2025-01-30 16:00:00,"545,57",2025-01-30 16:00:00,"39,47"
2025-01-31 16:00:00,"255,7",2025-01-31 16:00:00,"255,7",2025-01-31 16:00:00,"152,15",2025-01-31 16:00:00,"267,3",2025-01-31 16:00:00,"288,7",2025-01-31 16:00:00,"98,82",2025-01-31 16:00:00,"415,06",2025-01-31 16:00:00,"76,9",2025-01-31 16:00:00,"165,99",2025-01-31 16:00:00,"341,7",2025-01-31 16:00:00,"245,18",2025-01-31 16:00:00,"542,49",2025-01-31 16:00:00,"39,39"
2025-02-03 16:00:00,"260,73",2025-02-03 16:00:00,"260,73",2025-02-03 16:00:00,"151,87",2025-02-03 16:00:00,"266,81",2025-02-03 16:00:00,"290,05",2025-02-03 16:00:00,"99,79",2025-02-03 16:00:00,"410,92",2025-02-03 16:00:00,"76,59",2025-02-03 16:00:00,"168,76",2025-02-03 16:00:00,"339,24",2025-02-03 16:00:00,"244,6",2025-02-03 16:00:00,"548,18",2025-02-03 16:00:00,"39,98"
2025-02-04 16:00:00,"264,46",2025-02-04 16:00:00,"264,46",2025-02-04 16:00:00,"153,49",2025-02-04 16:00:00,"267,94",2025-02-04 16:00:00,"289,77",2025-02-04 16:00:00,"90,74",2025-02-04 16:00:00,"412,37",2025-02-04 16:00:00,"76,72",2025-02-04 16:00:00,"168,13",2025-02-04 16:00:00,"344,14",2025-02-04 16:00:00,"244,06",2025-02-04 16:00:00,"545,45",2025-02-04 16:00:00,"39,81"
2025-02-05 16:00:00,"263,3",2025-02-05 16:00:00,"263,3",2025-02-05 16:00:00,"154,69",2025-02-05 16:00:00,"270,43",2025-02-05 16:00:00,"288,83",2025-02-05 16:00:00,"89,67",2025-02-05 16:00:00,"413,29",2025-02-05 16:00:00,"74,57",2025-02-05 16:00:00,"169,01",2025-02-05 16:00:00,"347,93",2025-02-05 16:00:00,"246,34",2025-02-05 16:00:00,"539,81",2025-02-05 16:00:00,"40,13"
2025-02-06 16:00:00,"253,44",2025-02-06 16:00:00,"253,44",2025-02-06 16:00:00,"153,51",2025-02-06 16:00:00,"276,9",2025-02-06 16:00:00,"294,36",2025-02-06 16:00:00,"88,05",2025-02-06 16:00:00,"415,82",2025-02-06 16:00:00,"71,74",2025-02-06 16:00:00,"168,88",2025-02-06 16:00:00,"330,81",2025-02-06 16:00:00,"247,64",2025-02-06 16:00:00,"530,04",2025-02-06 16:00:00,"39,94"
2025-02-07 16:00:00,"252,34",2025-02-07 16:00:00,"252,34",2025-02-07 16:00:00,"153,12",2025-02-07 16:00:00,"275,8",2025-02-07 16:00:00,"294,3",2025-02-07 16:00:00,"87,28",2025-02-07 16:00:00,"409,75",2025-02-07 16:00:00,"68,68",2025-02-07 16:00:00,"167,97",2025-02-07 16:00:00,"325,83",2025-02-07 16:00:00,"245,19",2025-02-07 16:00:00,"527,03",2025-02-07 16:00:00,"39,88"
2025-02-10 16:00:00,"249,27",2025-02-10 16:00:00,"249,27",2025-02-10 16:00:00,"154,24",2025-02-10 16:00:00,"271,04",2025-02-10 16:00:00,"308,42",2025-02-10 16:00:00,"86,4",2025-02-10 16:00:00,"412,22",2025-02-10 16:00:00,"70,94",2025-02-10 16:00:00,"167,53",2025-02-10 16:00:00,"327,2",2025-02-10 16:00:00,"242,42",2025-02-10 16:00:00,"533,37",2025-02-10 16:00:00,"39,95"
2025-02-11 16:00:00,"254,7",2025-02-11 16:00:00,"254,7",2025-02-11 16:00:00,"156,13",2025-02-11 16:00:00,"274,99",2025-02-11 16:00:00,"310,21",2025-02-11 16:00:00,"86,54",2025-02-11 16:00:00,"411,44",2025-02-11 16:00:00,"71,34",2025-02-11 16:00:00,"169,43",2025-02-11 16:00:00,"324,4",2025-02-11 16:00:00,"242,35",2025-02-11 16:00:00,"533,92",2025-02-11 16:00:00,"40,49"
2025-02-12 16:00:00,"255,81",2025-02-12 16:00:00,"255,81",2025-02-12 16:00:00,"155,26",2025-02-12 16:00:00,"275,45",2025-02-12 16:00:00,"307,6",2025-02-12 16:00:00,"85,67",2025-02-12 16:00:00,"409,04",2025-02-12 16:00:00,"72,26",2025-02-12 16:00:00,"169,58",2025-02-12 16:00:00,"326,12",2025-02-12 16:00:00,"240,66",2025-02-12 16:00:00,"527,4",2025-02-12 16:00:00,"40,53"
2025-02-13 16:00:00,"259,19",2025-02-13 16:00:00,"259,19",2025-02-13 16:00:00,"157,25",2025-02-13 16:00:00,"276,32",2025-02-13 16:00:00,"310,02",2025-02-13 16:00:00,"84,42",2025-02-13 16:00:00,"410,54",2025-02-13 16:00:00,"73,21",2025-02-13 16:00:00,"171,02",2025-02-13 16:00:00,"329,85",2025-02-13 16:00:00,"243,01",2025-02-13 16:00:00,"531,18",2025-02-13 16:00:00,"41,04"
2025-02-14 16:00:00,"261,28",2025-02-14 16:00:00,"261,28",2025-02-14 16:00:00,"156,15",2025-02-14 16:00:00,"276,59",2025-02-14 16:00:00,"308,55",2025-02-14 16:00:00,"83,01",2025-02-14 16:00:00,"408,43",2025-02-14 16:00:00,"73,04",2025-02-14 16:00:00,"162,89",2025-02-14 16:00:00,"326,54",2025-02-14 16:00:00,"238,3",2025-02-14 16:00:00,"523,51",2025-02-14 16:00:00,"40,99"
2025-02-18 16:00:00,"263,07",2025-02-18 16:00:00,"263,07",2025-02-18 16:00:00,"154,99",2025-02-18 16:00:00,"279,95",2025-02-18 16:00:00,"304,83",2025-02-18 16:00:00,"83,29",2025-02-18 16:00:00,"409,64",2025-02-18 16:00:00,"77,59",2025-02-18 16:00:00,"165,43",2025-02-18 16:00:00,"328,96",2025-02-18 16:00:00,"238,4",2025-02-18 16:00:00,"500,73",2025-02-18 16:00:00,"41,2"
2025-02-19 16:00:00,"264,32",2025-02-19 16:00:00,"264,32",2025-02-19 16:00:00,"157,89",2025-02-19 16:00:00,"279,25",2025-02-19 16:00:00,"301,94",2025-02-19 16:00:00,"85,6",2025-02-19 16:00:00,"414,77",2025-02-19 16:00:00,"76,78",2025-02-19 16:00:00,"166,49",2025-02-19 16:00:00,"324,53",2025-02-19 16:00:00,"242,35",2025-02-19 16:00:00,"511,04",2025-02-19 16:00:00,"42,01"
2025-02-20 16:00:00,"264,74",2025-02-20 16:00:00,"264,74",2025-02-20 16:00:00,"159,68",2025-02-20 16:00:00,"266,8",2025-02-20 16:00:00,"303,05",2025-02-20 16:00:00,"87,68",2025-02-20 16:00:00,"416,13",2025-02-20 16:00:00,"77,23",2025-02-20 16:00:00,"167,21",2025-02-20 16:00:00,"318,43",2025-02-20 16:00:00,"241,24",2025-02-20 16:00:00,"502,42",2025-02-20 16:00:00,"42,49"
2025-02-21 16:00:00,"261,48",2025-02-21 16:00:00,"261,48",2025-02-21 16:00:00,"162,3",2025-02-21 16:00:00,"264,24",2025-02-21 16:00:00,"304,81",2025-02-21 16:00:00,"89,5",2025-02-21 16:00:00,"408,21",2025-02-21 16:00:00,"76,5",2025-02-21 16:00:00,"170,23",2025-02-21 16:00:00,"309,8",2025-02-21 16:00:00,"240,03",2025-02-21 16:00:00,"466,42",2025-02-21 16:00:00,"42,76"
2025-02-24 16:00:00,"261,87",2025-02-24 16:00:00,"261,87",2025-02-24 16:00:00,"163,74",2025-02-24 16:00:00,"261,34",2025-02-24 16:00:00,"307,57",2025-02-24 16:00:00,"91,27",2025-02-24 16:00:00,404,2025-02-24 16:00:00,"80,28",2025-02-24 16:00:00,"170,54",2025-02-24 16:00:00,"308,32",2025-02-24 16:00:00,"248,24",2025-02-24 16:00:00,"461,52",2025-02-24 16:00:00,"43,32"
2025-02-25 16:00:00,"257,75",2025-02-25 16:00:00,"257,75",2025-02-25 16:00:00,"166,09",2025-02-25 16:00:00,"257,4",2025-02-25 16:00:00,"310,72",2025-02-25 16:00:00,"91,43",2025-02-25 16:00:00,"397,9",2025-02-25 16:00:00,"81,72",2025-02-25 16:00:00,"172,65",2025-02-25 16:00:00,"305,88",2025-02-25 16:00:00,"252,51",2025-02-25 16:00:00,"470,38",2025-02-25 16:00:00,"43,71"
2025-02-26 16:00:00,"255,84",2025-02-26 16:00:00,"255,84",2025-02-26 16:00:00,"163,08",2025-02-26 16:00:00,"258,79",2025-02-26 16:00:00,"304,27",2025-02-26 16:00:00,"89,38",2025-02-26 16:00:00,"399,73",2025-02-26 16:00:00,"81,17",2025-02-26 16:00:00,"171,3",2025-02-26 16:00:00,"307,33",2025-02-26 16:00:00,"248,85",2025-02-26 16:00:00,"463,59",2025-02-26 16:00:00,"43,18"
2025-02-27 16:00:00,"253,23",2025-02-27 16:00:00,"253,23",2025-02-27 16:00:00,"163,73",2025-02-27 16:00:00,"259,05",2025-02-27 16:00:00,"309,95",2025-02-27 16:00:00,"90,58",2025-02-27 16:00:00,"392,53",2025-02-27 16:00:00,"80,02",2025-02-27 16:00:00,"171,97",2025-02-27 16:00:00,"294,9",2025-02-27 16:00:00,"254,79",2025-02-27 16:00:00,"468,56",2025-02-27 16:00:00,"43,27"
2025-02-28 16:00:00,"252,44",2025-02-28 16:00:00,"252,44",2025-02-28 16:00:00,"165,02",2025-02-28 16:00:00,"264,65",2025-02-28 16:00:00,"308,33",2025-02-28 16:00:00,"92,25",2025-02-28 16:00:00,"396,99",2025-02-28 16:00:00,"79,43",2025-02-28 16:00:00,"173,84",2025-02-28 16:00:00,"297,85",2025-02-28 16:00:00,"258,49",2025-02-28 16:00:00,"474,96",2025-02-28 16:00:00,"43,1"
2025-03-03 16:00:00,"250,19",2025-03-03 16:00:00,"250,19",2025-03-03 16:00:00,"167,28",2025-03-03 16:00:00,"260,62",2025-03-03 16:00:00,"304,29",2025-03-03 16:00:00,"93,15",2025-03-03 16:00:00,"388,49",2025-03-03 16:00:00,"78,41",2025-03-03 16:00:00,"175,59",2025-03-03 16:00:00,"293,06",2025-03-03 16:00:00,"260,84",2025-03-03 16:00:00,"467,05",2025-03-03 16:00:00,"43,87"
2025-03-04 16:00:00,"253,21",2025-03-04 16:00:00,"253,21",2025-03-04 16:00:00,"165,42",2025-03-04 16:00:00,"250,25",2025-03-04 16:00:00,"305,77",2025-03-04 16:00:00,"92,56",2025-03-04 16:00:00,"388,61",2025-03-04 16:00:00,"77,32",2025-03-04 16:00:00,"173,18",2025-03-04 16:00:00,"287,34",2025-03-04 16:00:00,"255,7",2025-03-04 16:00:00,"474,61",2025-03-04 16:00:00,"42,87"
2025-03-05 16:00:00,"251,35",2025-03-05 16:00:00,"251,35",2025-03-05 16:00:00,"165,12",2025-03-05 16:00:00,"251,53",2025-03-05 16:00:00,"307,45",2025-03-05 16:00:00,"93,19",2025-03-05 16:00:00,"401,02",2025-03-05 16:00:00,"77,81",2025-03-05 16:00:00,"174,61",2025-03-05 16:00:00,"291,97",2025-03-05 16:00:00,"258,03",2025-03-05 16:00:00,"475,98",2025-03-05 16:00:00,"42,84"
2025-03-06 16:00:00,"248,69",2025-03-06 16:00:00,"248,69",2025-03-06 16:00:00,"165,83",2025-03-06 16:00:00,"246,54",2025-03-06 16:00:00,"310,37",2025-03-06 16:00:00,94,2025-03-06 16:00:00,"396,89",2025-03-06 16:00:00,"77,71",2025-03-06 16:00:00,"174,66",2025-03-06 16:00:00,"286,05",2025-03-06 16:00:00,"256,02",2025-03-06 16:00:00,"487,72",2025-03-06 16:00:00,"44,23"
2025-03-07 16:00:00,"261,54",2025-03-07 16:00:00,"261,54",2025-03-07 16:00:00,"166,69",2025-03-07 16:00:00,"242,28",2025-03-07 16:00:00,"321,29",2025-03-07 16:00:00,"94,65",2025-03-07 16:00:00,"393,31",2025-03-07 16:00:00,"78,59",2025-03-07 16:00:00,"175,95",2025-03-07 16:00:00,"282,89",2025-03-07 16:00:00,"257,7",2025-03-07 16:00:00,"493,48",2025-03-07 16:00:00,"46,06"
2025-03-10 16:00:00,"256,9",2025-03-10 16:00:00,"256,9",2025-03-10 16:00:00,"167,7",2025-03-10 16:00:00,"232,22",2025-03-10 16:00:00,"317,25",2025-03-10 16:00:00,"95,23",2025-03-10 16:00:00,"380,16",2025-03-10 16:00:00,"76,4",2025-03-10 16:00:00,"176,26",2025-03-10 16:00:00,"272,9",2025-03-10 16:00:00,"256,61",2025-03-10 16:00:00,"480,22",2025-03-10 16:00:00,"46,49"
2025-03-11 16:00:00,"248,95",2025-03-11 16:00:00,"248,95",2025-03-11 16:00:00,"165,86",2025-03-11 16:00:00,"229,14",2025-03-11 16:00:00,"306,76",2025-03-11 16:00:00,"94,73",2025-03-11 16:00:00,"380,45",2025-03-11 16:00:00,"74,17",2025-03-11 16:00:00,"173,12",2025-03-11 16:00:00,"277,05",2025-03-11 16:00:00,"254,56",2025-03-11 16:00:00,"486,04",2025-03-11 16:00:00,"43,43"
2025-03-12 16:00:00,"249,63",2025-03-12 16:00:00,"249,63",2025-03-12 16:00:00,"162,85",2025-03-12 16:00:00,"227,9",2025-03-12 16:00:00,"299,4",2025-03-12 16:00:00,"93,35",2025-03-12 16:00:00,"383,27",2025-03-12 16:00:00,"73,58",2025-03-12 16:00:00,"168,37",2025-03-12 16:00:00,"284,58",2025-03-12 16:00:00,"251,99",2025-03-12 16:00:00,"481,11",2025-03-12 16:00:00,"42,59"
2025-03-13 16:00:00,"245,8",2025-03-13 16:00:00,"245,8",2025-03-13 16:00:00,"162,99",2025-03-13 16:00:00,"225,19",2025-03-13 16:00:00,"297,5",2025-03-13 16:00:00,"94,71",2025-03-13 16:00:00,"378,77",2025-03-13 16:00:00,"72,64",2025-03-13 16:00:00,"168,59",2025-03-13 16:00:00,"271,74",2025-03-13 16:00:00,"255,94",2025-03-13 16:00:00,"481,52",2025-03-13 16:00:00,"43,71"
2025-03-14 16:00:00,"248,35",2025-03-14 16:00:00,"248,35",2025-03-14 16:00:00,"162,81",2025-03-14 16:00:00,"232,44",2025-03-14 16:00:00,"299,83",2025-03-14 16:00:00,"94,57",2025-03-14 16:00:00,"388,56",2025-03-14 16:00:00,"71,66",2025-03-14 16:00:00,"167,97",2025-03-14 16:00:00,"279,4",2025-03-14 16:00:00,"260,91",2025-03-14 16:00:00,"488,65",2025-03-14 16:00:00,"43,57"
2025-03-17 16:00:00,"252,97",2025-03-17 16:00:00,"252,97",2025-03-17 16:00:00,"162,84",2025-03-17 16:00:00,"233,93",2025-03-17 16:00:00,"303,97",2025-03-17 16:00:00,"94,79",2025-03-17 16:00:00,"388,7",2025-03-17 16:00:00,"73,7",2025-03-17 16:00:00,"169,76",2025-03-17 16:00:00,"280,75",2025-03-17 16:00:00,"265,13",2025-03-17 16:00:00,"499,02",2025-03-17 16:00:00,"43,65"
2025-03-18 16:00:00,"246,95",2025-03-18 16:00:00,"246,95",2025-03-18 16:00:00,"164,25",2025-03-18 16:00:00,"234,97",2025-03-18 16:00:00,"303,6",2025-03-18 16:00:00,"94,72",2025-03-18 16:00:00,"383,52",2025-03-18 16:00:00,"73,31",2025-03-18 16:00:00,"167,71",2025-03-18 16:00:00,"278,73",2025-03-18 16:00:00,"260,5",2025-03-18 16:00:00,"503,8",2025-03-18 16:00:00,"44,23"
2025-03-19 16:00:00,"252,29",2025-03-19 16:00:00,"252,29",2025-03-19 16:00:00,"162,99",2025-03-19 16:00:00,"239,11",2025-03-19 16:00:00,"306,92",2025-03-19 16:00:00,"94,02",2025-03-19 16:00:00,"387,82",2025-03-19 16:00:00,"72,99",2025-03-19 16:00:00,"168,57",2025-03-19 16:00:00,"279,39",2025-03-19 16:00:00,"261,32",2025-03-19 16:00:00,"503,2",2025-03-19 16:00:00,"43,94"
2025-03-20 16:00:00,"243,32",2025-03-20 16:00:00,"243,32",2025-03-20 16:00:00,"163,02",2025-03-20 16:00:00,"239,01",2025-03-20 16:00:00,307,2025-03-20 16:00:00,"94,73",2025-03-20 16:00:00,"386,84",2025-03-20 16:00:00,"71,86",2025-03-20 16:00:00,"167,55",2025-03-20 16:00:00,"279,03",2025-03-20 16:00:00,"259,54",2025-03-20 16:00:00,"511,3",2025-03-20 16:00:00,"43,75"
2025-03-21 16:00:00,"243,87",2025-03-21 16:00:00,"243,87",2025-03-21 16:00:00,"163,63",2025-03-21 16:00:00,"241,63",2025-03-21 16:00:00,"305,44",2025-03-21 16:00:00,"93,11",2025-03-21 16:00:00,"391,26",2025-03-21 16:00:00,"67,94",2025-03-21 16:00:00,"166,69",2025-03-21 16:00:00,"280,62",2025-03-21 16:00:00,"256,7",2025-03-21 16:00:00,"516,85",2025-03-21 16:00:00,"43,99"
2025-03-24 16:00:00,"248,45",2025-03-24 16:00:00,"248,45",2025-03-24 16:00:00,"163,29",2025-03-24 16:00:00,"248,06",2025-03-24 16:00:00,"305,67",2025-03-24 16:00:00,"92,31",2025-03-24 16:00:00,"393,08",2025-03-24 16:00:00,"67,39",2025-03-24 16:00:00,"165,65",2025-03-24 16:00:00,"285,96",2025-03-24 16:00:00,"259,44",2025-03-24 16:00:00,"516,5",2025-03-24 16:00:00,"43,56"
2025-03-25 16:00:00,"249,9",2025-03-25 16:00:00,"249,9",2025-03-25 16:00:00,"161,02",2025-03-25 16:00:00,"251,13",2025-03-25 16:00:00,"306,92",2025-03-25 16:00:00,"87,87",2025-03-25 16:00:00,"395,16",2025-03-25 16:00:00,"66,54",2025-03-25 16:00:00,"162,85",2025-03-25 16:00:00,"288,61",2025-03-25 16:00:00,"259,45",2025-03-25 16:00:00,"513,43",2025-03-25 16:00:00,"43,49"
2025-03-26 16:00:00,"250,34",2025-03-26 16:00:00,"250,34",2025-03-26 16:00:00,"161,72",2025-03-26 16:00:00,"251,03",2025-03-26 16:00:00,"313,58",2025-03-26 16:00:00,"88,11",2025-03-26 16:00:00,"389,97",2025-03-26 16:00:00,"65,74",2025-03-26 16:00:00,"166,58",2025-03-26 16:00:00,"280,99",2025-03-26 16:00:00,"262,26",2025-03-26 16:00:00,"518,2",2025-03-26 16:00:00,"44,18"
2025-03-27 16:00:00,"246,21",2025-03-27 16:00:00,"246,21",2025-03-27 16:00:00,"163,13",2025-03-27 16:00:00,"248,12",2025-03-27 16:00:00,"312,69",2025-03-27 16:00:00,"87,6",2025-03-27 16:00:00,"390,58",2025-03-27 16:00:00,"65,8",2025-03-27 16:00:00,"168,71",2025-03-27 16:00:00,"277,81",2025-03-27 16:00:00,"262,68",2025-03-27 16:00:00,"515,72",2025-03-27 16:00:00,"44,96"
2025-03-28 16:00:00,244,2025-03-28 16:00:00,244,2025-03-28 16:00:00,"163,71",2025-03-28 16:00:00,"242,85",2025-03-28 16:00:00,"307,09",2025-03-28 16:00:00,"89,23",2025-03-28 16:00:00,"378,8",2025-03-28 16:00:00,"63,29",2025-03-28 16:00:00,"168,03",2025-03-28 16:00:00,"269,97",2025-03-28 16:00:00,"261,79",2025-03-28 16:00:00,"516,04",2025-03-28 16:00:00,"44,93"
2025-03-31 16:00:00,"248,66",2025-03-31 16:00:00,"248,66",2025-03-31 16:00:00,"165,84",2025-03-31 16:00:00,"245,3",2025-03-31 16:00:00,"312,37",2025-03-31 16:00:00,"89,76",2025-03-31 16:00:00,"375,39",2025-03-31 16:00:00,"63,48",2025-03-31 16:00:00,"170,42",2025-03-31 16:00:00,"268,36",2025-03-31 16:00:00,"264,46",2025-03-31 16:00:00,"523,75",2025-03-31 16:00:00,"45,36"
2025-04-01 16:00:00,"250,34",2025-04-01 16:00:00,"250,34",2025-04-01 16:00:00,"153,25",2025-04-01 16:00:00,"243,66",2025-04-01 16:00:00,"313,63",2025-04-01 16:00:00,"87,12",2025-04-01 16:00:00,"382,19",2025-04-01 16:00:00,"64,76",2025-04-01 16:00:00,"170,56",2025-04-01 16:00:00,"270,2",2025-04-01 16:00:00,"264,54",2025-04-01 16:00:00,"523,12",2025-04-01 16:00:00,"45,38"
