2025-11-10,,,,,,,,,,,,,,,,,,,,,,,,,
American Express Co,AXP,3M Co,MMM,Amgen Inc,AMGN,Apple Inc,AAPL,Boeing Co,BA,Caterpillar Inc,CAT,Chevron Corp,CVX,Cisco Systems Inc,CSCO,Coca-Cola Co,KO,Dow Inc,DOW,Goldman Sachs Group Inc,GS,Home Depot Inc,HD,Honeywell International Inc,HON
Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close
2024-11-11 16:00:00,"292,97",2024-11-11 16:00:00,133,2024-11-11 16:00:00,"321,81",2024-11-11 16:00:00,"224,23",2024-11-11 16:00:00,"148,96",2024-11-11 16:00:00,"396,54",2024-11-11 16:00:00,"156,5",2024-11-11 16:00:00,"58,63",2024-11-11 16:00:00,"63,36",2024-11-11 16:00:00,"46,27",2024-11-11 16:00:00,"602,34",2024-11-11 16:00:00,"408,29",2024-11-11 16:00:00,"212,21"
2024-11-12 16:00:00,"288,51",2024-11-12 16:00:00,"130,35",2024-11-12 16:00:00,"298,84",2024-11-12 16:00:00,"224,23",2024-11-12 16:00:00,"145,17",2024-11-12 16:00:00,"393,01",2024-11-12 16:00:00,"155,29",2024-11-12 16:00:00,"58,71",2024-11-12 16:00:00,"63,2",2024-11-12 16:00:00,"45,04",2024-11-12 16:00:00,"592,59",2024-11-12 16:00:00,"403,08",2024-11-12 16:00:00,"220,38"
2024-11-13 16:00:00,"287,64",2024-11-13 16:00:00,"131,45",2024-11-13 16:00:00,"301,44",2024-11-13 16:00:00,"225,12",2024-11-13 16:00:00,"139,97",2024-11-13 16:00:00,"387,07",2024-11-13 16:00:00,"158,72",2024-11-13 16:00:00,"59,18",2024-11-13 16:00:00,63,2024-11-13 16:00:00,"44,99",2024-11-13 16:00:00,"594,22",2024-11-13 16:00:00,"410,19",2024-11-13 16:00:00,"219,59"
2024-11-14 16:00:00,"288,3",2024-11-14 16:00:00,"132,32",2024-11-14 16:00:00,"295,93",2024-11-14 16:00:00,"228,22",2024-11-14 16:00:00,"138,14",2024-11-14 16:00:00,"387,36",2024-11-14 16:00:00,"161,8",2024-11-14 16:00:00,"57,92",2024-11-14 16:00:00,"62,55",2024-11-14 16:00:00,"44,59",2024-11-14 16:00:00,"588,61",2024-11-14 16:00:00,"405,72",2024-11-14 16:00:00,"217,33"
2024-11-15 16:00:00,"286,87",2024-11-15 16:00:00,"129,79",2024-11-15 16:00:00,"283,61",2024-11-15 16:00:00,225,2024-11-15 16:00:00,"140,19",2024-11-15 16:00:00,"384,07",2024-11-15 16:00:00,"161,42",2024-11-15 16:00:00,"57,46",2024-11-15 16:00:00,"61,74",2024-11-15 16:00:00,"44,04",2024-11-15 16:00:00,"593,54",2024-11-15 16:00:00,"408,18",2024-11-15 16:00:00,"215,75"
2024-11-18 16:00:00,"285,54",2024-11-18 16:00:00,"130,17",2024-11-18 16:00:00,"278,76",2024-11-18 16:00:00,"228,02",2024-11-18 16:00:00,"143,87",2024-11-18 16:00:00,"384,46",2024-11-18 16:00:00,"160,76",2024-11-18 16:00:00,"57,31",2024-11-18 16:00:00,"61,86",2024-11-18 16:00:00,"44,22",2024-11-18 16:00:00,"587,99",2024-11-18 16:00:00,"410,44",2024-11-18 16:00:00,"215,61"
2024-11-19 16:00:00,"285,55",2024-11-19 16:00:00,"128,19",2024-11-19 16:00:00,"279,95",2024-11-19 16:00:00,"228,28",2024-11-19 16:00:00,"145,6",2024-11-19 16:00:00,"382,33",2024-11-19 16:00:00,"159,6",2024-11-19 16:00:00,"57,01",2024-11-19 16:00:00,"62,59",2024-11-19 16:00:00,"43,65",2024-11-19 16:00:00,"581,38",2024-11-19 16:00:00,"406,8",2024-11-19 16:00:00,215
2024-11-20 16:00:00,"287,71",2024-11-20 16:00:00,"127,84",2024-11-20 16:00:00,"287,87",2024-11-20 16:00:00,229,2024-11-20 16:00:00,"146,08",2024-11-20 16:00:00,"381,5",2024-11-20 16:00:00,"161,33",2024-11-20 16:00:00,"57,5",2024-11-20 16:00:00,"62,99",2024-11-20 16:00:00,"43,93",2024-11-20 16:00:00,"581,93",2024-11-20 16:00:00,400,2024-11-20 16:00:00,"213,56"
2024-11-21 16:00:00,293,2024-11-21 16:00:00,"127,32",2024-11-21 16:00:00,"289,9",2024-11-21 16:00:00,"228,52",2024-11-21 16:00:00,"143,41",2024-11-21 16:00:00,"389,59",2024-11-21 16:00:00,"161,63",2024-11-21 16:00:00,"57,56",2024-11-21 16:00:00,"63,76",2024-11-21 16:00:00,"44,81",2024-11-21 16:00:00,"596,11",2024-11-21 16:00:00,"410,45",2024-11-21 16:00:00,"213,01"
2024-11-22 16:00:00,"301,3",2024-11-22 16:00:00,"128,42",2024-11-22 16:00:00,"294,53",2024-11-22 16:00:00,"229,87",2024-11-22 16:00:00,"149,29",2024-11-22 16:00:00,"397,49",2024-11-22 16:00:00,"162,36",2024-11-22 16:00:00,"58,55",2024-11-22 16:00:00,"63,92",2024-11-22 16:00:00,"45,46",2024-11-22 16:00:00,"602,78",2024-11-22 16:00:00,420,2024-11-22 16:00:00,"215,86"
2024-11-25 16:00:00,"305,21",2024-11-25 16:00:00,"130,32",2024-11-25 16:00:00,294,2024-11-25 16:00:00,"232,87",2024-11-25 16:00:00,"153,1",2024-11-25 16:00:00,"405,65",2024-11-25 16:00:00,"160,36",2024-11-25 16:00:00,"58,74",2024-11-25 16:00:00,"64,38",2024-11-25 16:00:00,"45,87",2024-11-25 16:00:00,"603,03",2024-11-25 16:00:00,"428,67",2024-11-25 16:00:00,"217,26"
2024-11-26 16:00:00,"305,57",2024-11-26 16:00:00,"132,95",2024-11-26 16:00:00,"280,01",2024-11-26 16:00:00,"235,06",2024-11-26 16:00:00,"150,76",2024-11-26 16:00:00,"407,83",2024-11-26 16:00:00,"162,53",2024-11-26 16:00:00,"59,59",2024-11-26 16:00:00,"64,55",2024-11-26 16:00:00,"44,54",2024-11-26 16:00:00,"605,5",2024-11-26 16:00:00,"429,52",2024-11-26 16:00:00,"217,07"
2024-11-27 16:00:00,"304,25",2024-11-27 16:00:00,"132,48",2024-11-27 16:00:00,"280,07",2024-11-27 16:00:00,"234,93",2024-11-27 16:00:00,"152,4",2024-11-27 16:00:00,"403,7",2024-11-27 16:00:00,"162,11",2024-11-27 16:00:00,"59,29",2024-11-27 16:00:00,"64,43",2024-11-27 16:00:00,"44,64",2024-11-27 16:00:00,"605,43",2024-11-27 16:00:00,"427,19",2024-11-27 16:00:00,"216,36"
2024-11-29 13:00:00,"304,68",2024-11-29 13:00:00,"133,53",2024-11-29 13:05:00,"282,87",2024-11-29 13:05:00,"237,33",2024-11-29 13:00:00,"155,44",2024-11-29 13:00:00,"406,11",2024-11-29 13:00:00,"161,93",2024-11-29 13:05:00,"59,21",2024-11-29 13:00:00,"64,08",2024-11-29 13:00:00,"44,21",2024-11-29 13:00:00,"608,57",2024-11-29 13:00:00,"429,13",2024-11-29 13:05:00,"219,46"
2024-12-02 16:00:00,"302,26",2024-12-02 16:00:00,"132,89",2024-12-02 16:00:00,"278,1",2024-12-02 16:00:00,"239,59",2024-12-02 16:00:00,"156,54",2024-12-02 16:00:00,"402,51",2024-12-02 16:00:00,"162,21",2024-12-02 16:00:00,"59,43",2024-12-02 16:00:00,"63,65",2024-12-02 16:00:00,"44,38",2024-12-02 16:00:00,"601,71",2024-12-02 16:00:00,"426,96",2024-12-02 16:00:00,"216,65"
2024-12-03 16:00:00,"302,11",2024-12-03 16:00:00,"131,15",2024-12-03 16:00:00,"278,32",2024-12-03 16:00:00,"242,65",2024-12-03 16:00:00,155,2024-12-03 16:00:00,"399,26",2024-12-03 16:00:00,"161,92",2024-12-03 16:00:00,"59,48",2024-12-03 16:00:00,"63,52",2024-12-03 16:00:00,"43,87",2024-12-03 16:00:00,"602,08",2024-12-03 16:00:00,"429,35",2024-12-03 16:00:00,"213,83"
2024-12-04 16:00:00,"302,6",2024-12-04 16:00:00,"130,45",2024-12-04 16:00:00,"278,26",2024-12-04 16:00:00,"243,01",2024-12-04 16:00:00,"158,28",2024-12-04 16:00:00,"399,51",2024-12-04 16:00:00,"158,32",2024-12-04 16:00:00,"59,62",2024-12-04 16:00:00,"62,21",2024-12-04 16:00:00,"42,85",2024-12-04 16:00:00,"598,71",2024-12-04 16:00:00,"427,92",2024-12-04 16:00:00,"216,5"
2024-12-05 16:00:00,"300,53",2024-12-05 16:00:00,"133,33",2024-12-05 16:00:00,"274,33",2024-12-05 16:00:00,"243,04",2024-12-05 16:00:00,"156,67",2024-12-05 16:00:00,"394,98",2024-12-05 16:00:00,"159,33",2024-12-05 16:00:00,"60,02",2024-12-05 16:00:00,"62,92",2024-12-05 16:00:00,"42,19",2024-12-05 16:00:00,"596,8",2024-12-05 16:00:00,"426,54",2024-12-05 16:00:00,"213,2"
2024-12-06 16:00:00,"303,99",2024-12-06 16:00:00,"133,11",2024-12-06 16:00:00,"272,58",2024-12-06 16:00:00,"242,84",2024-12-06 16:00:00,"153,93",2024-12-06 16:00:00,"395,03",2024-12-06 16:00:00,"155,24",2024-12-06 16:00:00,"59,89",2024-12-06 16:00:00,"62,53",2024-12-06 16:00:00,"41,99",2024-12-06 16:00:00,"599,68",2024-12-06 16:00:00,"431,37",2024-12-06 16:00:00,"213,29"
2024-12-09 16:00:00,"296,72",2024-12-09 16:00:00,"131,49",2024-12-09 16:00:00,"277,63",2024-12-09 16:00:00,"246,75",2024-12-09 16:00:00,"157,04",2024-12-09 16:00:00,"399,26",2024-12-09 16:00:00,"157,08",2024-12-09 16:00:00,"58,95",2024-12-09 16:00:00,"62,6",2024-12-09 16:00:00,"42,73",2024-12-09 16:00:00,"594,12",2024-12-09 16:00:00,"429,18",2024-12-09 16:00:00,"212,07"
2024-12-10 16:00:00,"302,11",2024-12-10 16:00:00,"129,77",2024-12-10 16:00:00,"275,75",2024-12-10 16:00:00,"247,77",2024-12-10 16:00:00,"164,1",2024-12-10 16:00:00,"388,39",2024-12-10 16:00:00,157,2024-12-10 16:00:00,"58,72",2024-12-10 16:00:00,"62,91",2024-12-10 16:00:00,"42,18",2024-12-10 16:00:00,"585,03",2024-12-10 16:00:00,"422,59",2024-12-10 16:00:00,"215,83"
2024-12-11 16:00:00,"302,34",2024-12-11 16:00:00,"129,77",2024-12-11 16:00:00,"273,41",2024-12-11 16:00:00,"246,49",2024-12-11 16:00:00,"165,96",2024-12-11 16:00:00,"388,87",2024-12-11 16:00:00,"156,21",2024-12-11 16:00:00,"58,59",2024-12-11 16:00:00,"62,64",2024-12-11 16:00:00,"41,5",2024-12-11 16:00:00,"592,56",2024-12-11 16:00:00,"421,38",2024-12-11 16:00:00,"215,81"
2024-12-12 16:00:00,"300,3",2024-12-12 16:00:00,"129,75",2024-12-12 16:00:00,"274,06",2024-12-12 16:00:00,"247,96",2024-12-12 16:00:00,"167,75",2024-12-12 16:00:00,"380,78",2024-12-12 16:00:00,"154,71",2024-12-12 16:00:00,"58,85",2024-12-12 16:00:00,"63,84",2024-12-12 16:00:00,"41,28",2024-12-12 16:00:00,"591,61",2024-12-12 16:00:00,"414,42",2024-12-12 16:00:00,"214,52"
2024-12-13 16:00:00,"302,14",2024-12-13 16:00:00,"129,92",2024-12-13 16:00:00,"270,62",2024-12-13 16:00:00,"248,13",2024-12-13 16:00:00,"169,65",2024-12-13 16:00:00,"380,51",2024-12-13 16:00:00,"153,87",2024-12-13 16:00:00,"58,62",2024-12-13 16:00:00,"63,12",2024-12-13 16:00:00,"40,86",2024-12-13 16:00:00,"585,48",2024-12-13 16:00:00,"416,98",2024-12-13 16:00:00,"214,46"
2024-12-16 16:00:00,"303,57",2024-12-16 16:00:00,"129,47",2024-12-16 16:00:00,"266,5",2024-12-16 16:00:00,"251,04",2024-12-16 16:00:00,"173,17",2024-12-16 16:00:00,"378,92",2024-12-16 16:00:00,"149,36",2024-12-16 16:00:00,"58,35",2024-12-16 16:00:00,"62,55",2024-12-16 16:00:00,"40,11",2024-12-16 16:00:00,"586,33",2024-12-16 16:00:00,"410,71",2024-12-16 16:00:00,"222,35"
2024-12-17 16:00:00,"301,34",2024-12-17 16:00:00,"128,05",2024-12-17 16:00:00,"265,95",2024-12-17 16:00:00,"253,48",2024-12-17 16:00:00,"173,03",2024-12-17 16:00:00,"375,8",2024-12-17 16:00:00,"148,11",2024-12-17 16:00:00,"58,52",2024-12-17 16:00:00,"63,4",2024-12-17 16:00:00,"40,57",2024-12-17 16:00:00,"574,68",2024-12-17 16:00:00,"408,47",2024-12-17 16:00:00,"219,65"
2024-12-18 16:00:00,"287,78",2024-12-18 16:00:00,"125,53",2024-12-18 16:00:00,"258,78",2024-12-18 16:00:00,"248,05",2024-12-18 16:00:00,"172,62",2024-12-18 16:00:00,"363,89",2024-12-18 16:00:00,"144,08",2024-12-18 16:00:00,"57,53",2024-12-18 16:00:00,"62,85",2024-12-18 16:00:00,"40,15",2024-12-18 16:00:00,"550,25",2024-12-18 16:00:00,"393,82",2024-12-18 16:00:00,"213,74"
2024-12-19 16:00:00,"293,08",2024-12-19 16:00:00,"127,13",2024-12-19 16:00:00,"261,19",2024-12-19 16:00:00,"249,79",2024-12-19 16:00:00,"177,04",2024-12-19 16:00:00,"360,37",2024-12-19 16:00:00,"141,15",2024-12-19 16:00:00,"57,63",2024-12-19 16:00:00,"62,45",2024-12-19 16:00:00,"39,1",2024-12-19 16:00:00,"553,99",2024-12-19 16:00:00,"385,02",2024-12-19 16:00:00,"213,76"
2024-12-20 16:00:00,"298,65",2024-12-20 16:00:00,"129,28",2024-12-20 16:00:00,"263,38",2024-12-20 16:00:00,"254,49",2024-12-20 16:00:00,"177,35",2024-12-20 16:00:00,"366,04",2024-12-20 16:00:00,"142,85",2024-12-20 16:00:00,"58,52",2024-12-20 16:00:00,"62,55",2024-12-20 16:00:00,"39,94",2024-12-20 16:00:00,"566,1",2024-12-20 16:00:00,"392,6",2024-12-20 16:00:00,"215,12"
2024-12-23 16:00:00,"298,8",2024-12-23 16:00:00,"128,98",2024-12-23 16:00:00,264,2024-12-23 16:00:00,"255,27",2024-12-23 16:00:00,"177,69",2024-12-23 16:00:00,"365,39",2024-12-23 16:00:00,"142,97",2024-12-23 16:00:00,"58,98",2024-12-23 16:00:00,"62,38",2024-12-23 16:00:00,"39,97",2024-12-23 16:00:00,"570,78",2024-12-23 16:00:00,"392,45",2024-12-23 16:00:00,214
2024-12-24 13:00:00,"303,46",2024-12-24 13:00:00,"130,36",2024-12-24 13:05:00,"264,49",2024-12-24 13:05:00,"258,2",2024-12-24 13:00:00,"179,34",2024-12-24 13:00:00,"367,57",2024-12-24 13:00:00,"143,84",2024-12-24 13:05:00,"59,85",2024-12-24 13:00:00,"62,84",2024-12-24 13:00:00,"40,09",2024-12-24 13:00:00,"582,79",2024-12-24 13:00:00,"396,14",2024-12-24 13:05:00,"215,66"
2024-12-26 16:00:00,"303,99",2024-12-26 16:00:00,"131,18",2024-12-26 16:00:00,"263,18",2024-12-26 16:00:00,"259,02",2024-12-26 16:00:00,"180,38",2024-12-26 16:00:00,"367,12",2024-12-26 16:00:00,"143,98",2024-12-26 16:00:00,"59,98",2024-12-26 16:00:00,"62,57",2024-12-26 16:00:00,"40,22",2024-12-26 16:00:00,"581,23",2024-12-26 16:00:00,"395,14",2024-12-26 16:00:00,"218,45"
2024-12-27 16:00:00,"301,05",2024-12-27 16:00:00,"130,18",2024-12-27 16:00:00,"262,65",2024-12-27 16:00:00,"255,59",2024-12-27 16:00:00,"180,72",2024-12-27 16:00:00,"364,86",2024-12-27 16:00:00,144,2024-12-27 16:00:00,"59,61",2024-12-27 16:00:00,"62,45",2024-12-27 16:00:00,"40,03",2024-12-27 16:00:00,"576,18",2024-12-27 16:00:00,"392,86",2024-12-27 16:00:00,"216,24"
2024-12-30 16:00:00,"297,33",2024-12-30 16:00:00,"129,13",2024-12-30 16:00:00,"259,3",2024-12-30 16:00:00,"252,2",2024-12-30 16:00:00,"176,55",2024-12-30 16:00:00,"363,01",2024-12-30 16:00:00,"143,07",2024-12-30 16:00:00,"59,19",2024-12-30 16:00:00,"62,03",2024-12-30 16:00:00,"39,44",2024-12-30 16:00:00,"573,55",2024-12-30 16:00:00,"389,43",2024-12-30 16:00:00,"213,49"
2024-12-31 16:00:00,"296,79",2024-12-31 16:00:00,"129,09",2024-12-31 16:00:00,"260,64",2024-12-31 16:00:00,"250,42",2024-12-31 16:00:00,177,2024-12-31 16:00:00,"362,76",2024-12-31 16:00:00,"144,84",2024-12-31 16:00:00,"59,2",2024-12-31 16:00:00,"62,26",2024-12-31 16:00:00,"40,13",2024-12-31 16:00:00,"572,62",2024-12-31 16:00:00,"388,99",2024-12-31 16:00:00,"212,83"
2025-01-02 16:00:00,"298,43",2025-01-02 16:00:00,"129,7",2025-01-02 16:00:00,"259,28",2025-01-02 16:00:00,"243,85",2025-01-02 16:00:00,"171,87",2025-01-02 16:00:00,"359,77",2025-01-02 16:00:00,"146,71",2025-01-02 16:00:00,"59,1",2025-01-02 16:00:00,"61,84",2025-01-02 16:00:00,"39,55",2025-01-02 16:00:00,"574,97",2025-01-02 16:00:00,"388,46",2025-01-02 16:00:00,"212,48"
2025-01-03 16:00:00,"303,08",2025-01-03 16:00:00,"129,87",2025-01-03 16:00:00,"261,22",2025-01-03 16:00:00,"243,36",2025-01-03 16:00:00,"169,9",2025-01-03 16:00:00,"363,79",2025-01-03 16:00:00,"147,85",2025-01-03 16:00:00,"58,86",2025-01-03 16:00:00,"61,75",2025-01-03 16:00:00,"39,4",2025-01-03 16:00:00,"580,13",2025-01-03 16:00:00,"389,18",2025-01-03 16:00:00,"213,42"
2025-01-06 16:00:00,"301,88",2025-01-06 16:00:00,"130,29",2025-01-06 16:00:00,"258,59",2025-01-06 16:00:00,245,2025-01-06 16:00:00,"170,78",2025-01-06 16:00:00,"364,2",2025-01-06 16:00:00,"147,26",2025-01-06 16:00:00,"58,77",2025-01-06 16:00:00,"60,81",2025-01-06 16:00:00,"39,75",2025-01-06 16:00:00,"583,39",2025-01-06 16:00:00,"389,37",2025-01-06 16:00:00,"208,92"
2025-01-07 16:00:00,"302,02",2025-01-07 16:00:00,"132,77",2025-01-07 16:00:00,"262,06",2025-01-07 16:00:00,"242,21",2025-01-07 16:00:00,"172,51",2025-01-07 16:00:00,363,2025-01-07 16:00:00,"149,59",2025-01-07 16:00:00,"58,93",2025-01-07 16:00:00,"60,84",2025-01-07 16:00:00,"39,41",2025-01-07 16:00:00,"580,12",2025-01-07 16:00:00,"384,23",2025-01-07 16:00:00,"207,87"
2025-01-08 16:00:00,"302,85",2025-01-08 16:00:00,"134,53",2025-01-08 16:00:00,"264,21",2025-01-08 16:00:00,"242,7",2025-01-08 16:00:00,"171,76",2025-01-08 16:00:00,"361,07",2025-01-08 16:00:00,"150,3",2025-01-08 16:00:00,"59,2",2025-01-08 16:00:00,"61,71",2025-01-08 16:00:00,"38,92",2025-01-08 16:00:00,"580,02",2025-01-08 16:00:00,"387,2",2025-01-08 16:00:00,"207,44"
2025-01-10 16:00:00,"293,3",2025-01-10 16:00:00,"131,21",2025-01-10 16:00:00,"262,23",2025-01-10 16:00:00,"236,85",2025-01-10 16:00:00,172,2025-01-10 16:00:00,351,2025-01-10 16:00:00,"153,14",2025-01-10 16:00:00,"58,74",2025-01-10 16:00:00,"61,07",2025-01-10 16:00:00,"38,5",2025-01-10 16:00:00,560,2025-01-10 16:00:00,"389,89",2025-01-10 16:00:00,"205,57"
2025-01-13 16:00:00,"297,02",2025-01-13 16:00:00,"134,6",2025-01-13 16:00:00,"270,19",2025-01-13 16:00:00,"234,4",2025-01-13 16:00:00,"170,57",2025-01-13 16:00:00,"362,5",2025-01-13 16:00:00,"155,35",2025-01-13 16:00:00,"58,76",2025-01-13 16:00:00,"61,65",2025-01-13 16:00:00,"39,67",2025-01-13 16:00:00,"562,95",2025-01-13 16:00:00,"389,18",2025-01-13 16:00:00,"206,43"
2025-01-14 16:00:00,"300,36",2025-01-14 16:00:00,"137,21",2025-01-14 16:00:00,"267,1",2025-01-14 16:00:00,"233,28",2025-01-14 16:00:00,"167,02",2025-01-14 16:00:00,"371,57",2025-01-14 16:00:00,"156,9",2025-01-14 16:00:00,"59,33",2025-01-14 16:00:00,"62,04",2025-01-14 16:00:00,"40,08",2025-01-14 16:00:00,"571,53",2025-01-14 16:00:00,"392,78",2025-01-14 16:00:00,"205,86"
2025-01-15 16:00:00,"312,32",2025-01-15 16:00:00,"137,78",2025-01-15 16:00:00,"268,94",2025-01-15 16:00:00,"237,87",2025-01-15 16:00:00,"166,2",2025-01-15 16:00:00,"374,89",2025-01-15 16:00:00,"158,33",2025-01-15 16:00:00,"59,98",2025-01-15 16:00:00,"61,77",2025-01-15 16:00:00,"40,4",2025-01-15 16:00:00,"605,92",2025-01-15 16:00:00,"406,09",2025-01-15 16:00:00,"206,84"
2025-01-16 16:00:00,"311,48",2025-01-16 16:00:00,"139,18",2025-01-16 16:00:00,"269,43",2025-01-16 16:00:00,"228,26",2025-01-16 16:00:00,"168,93",2025-01-16 16:00:00,"380,55",2025-01-16 16:00:00,"159,38",2025-01-16 16:00:00,"59,82",2025-01-16 16:00:00,"62,25",2025-01-16 16:00:00,"40,87",2025-01-16 16:00:00,"612,99",2025-01-16 16:00:00,"409,33",2025-01-16 16:00:00,"209,81"
2025-01-17 16:00:00,"312,56",2025-01-17 16:00:00,"141,03",2025-01-17 16:00:00,"272,11",2025-01-17 16:00:00,"229,98",2025-01-17 16:00:00,"171,09",2025-01-17 16:00:00,"386,02",2025-01-17 16:00:00,"161,47",2025-01-17 16:00:00,"60,23",2025-01-17 16:00:00,"62,71",2025-01-17 16:00:00,"41,04",2025-01-17 16:00:00,"625,94",2025-01-17 16:00:00,"409,38",2025-01-17 16:00:00,"209,71"
2025-01-21 16:00:00,"317,95",2025-01-21 16:00:00,"146,89",2025-01-21 16:00:00,"274,81",2025-01-21 16:00:00,"222,64",2025-01-21 16:00:00,"175,56",2025-01-21 16:00:00,"398,36",2025-01-21 16:00:00,"158,24",2025-01-21 16:00:00,"61,03",2025-01-21 16:00:00,"62,42",2025-01-21 16:00:00,"41,58",2025-01-21 16:00:00,"634,74",2025-01-21 16:00:00,"418,43",2025-01-21 16:00:00,"212,05"
2025-01-22 16:00:00,"322,25",2025-01-22 16:00:00,"149,12",2025-01-22 16:00:00,"273,44",2025-01-22 16:00:00,"223,83",2025-01-22 16:00:00,"174,8",2025-01-22 16:00:00,"397,61",2025-01-22 16:00:00,"156,41",2025-01-22 16:00:00,"61,63",2025-01-22 16:00:00,"61,78",2025-01-22 16:00:00,"40,82",2025-01-22 16:00:00,"632,73",2025-01-22 16:00:00,"410,1",2025-01-22 16:00:00,"210,19"
2025-01-23 16:00:00,"325,87",2025-01-23 16:00:00,"149,63",2025-01-23 16:00:00,"277,88",2025-01-23 16:00:00,"223,66",2025-01-23 16:00:00,"178,5",2025-01-23 16:00:00,"406,4",2025-01-23 16:00:00,"156,01",2025-01-23 16:00:00,"62,23",2025-01-23 16:00:00,"61,53",2025-01-23 16:00:00,"41,47",2025-01-23 16:00:00,"639,5",2025-01-23 16:00:00,"414,39",2025-01-23 16:00:00,"212,61"
2025-01-24 16:00:00,"321,34",2025-01-24 16:00:00,"149,43",2025-01-24 16:00:00,"275,42",2025-01-24 16:00:00,"222,78",2025-01-24 16:00:00,"176,06",2025-01-24 16:00:00,"407,63",2025-01-24 16:00:00,"155,65",2025-01-24 16:00:00,"62,23",2025-01-24 16:00:00,"61,92",2025-01-24 16:00:00,"41,37",2025-01-24 16:00:00,"636,9",2025-01-24 16:00:00,"414,5",2025-01-24 16:00:00,"208,7"
2025-01-27 16:00:00,"316,42",2025-01-27 16:00:00,"151,52",2025-01-27 16:00:00,"282,95",2025-01-27 16:00:00,"229,86",2025-01-27 16:00:00,"175,16",2025-01-27 16:00:00,"394,98",2025-01-27 16:00:00,"157,23",2025-01-27 16:00:00,"59,08",2025-01-27 16:00:00,"63,87",2025-01-27 16:00:00,"41,92",2025-01-27 16:00:00,"633,28",2025-01-27 16:00:00,"424,87",2025-01-27 16:00:00,"212,66"
2025-01-28 16:00:00,"317,04",2025-01-28 16:00:00,"151,4",2025-01-28 16:00:00,"280,3",2025-01-28 16:00:00,"238,26",2025-01-28 16:00:00,"177,78",2025-01-28 16:00:00,"390,29",2025-01-28 16:00:00,"156,21",2025-01-28 16:00:00,"59,43",2025-01-28 16:00:00,"62,36",2025-01-28 16:00:00,"41,42",2025-01-28 16:00:00,"637,8",2025-01-28 16:00:00,"418,83",2025-01-28 16:00:00,"207,94"
2025-01-29 16:00:00,"315,25",2025-01-29 16:00:00,"151,54",2025-01-29 16:00:00,"281,68",2025-01-29 16:00:00,"239,36",2025-01-29 16:00:00,"173,66",2025-01-29 16:00:00,"393,23",2025-01-29 16:00:00,"155,69",2025-01-29 16:00:00,"59,55",2025-01-29 16:00:00,"62,83",2025-01-29 16:00:00,"41,05",2025-01-29 16:00:00,"637,38",2025-01-29 16:00:00,"413,42",2025-01-29 16:00:00,"208,27"
2025-01-30 16:00:00,"318,95",2025-01-30 16:00:00,"154,4",2025-01-30 16:00:00,"284,02",2025-01-30 16:00:00,"237,59",2025-01-30 16:00:00,"179,53",2025-01-30 16:00:00,"374,98",2025-01-30 16:00:00,"156,32",2025-01-30 16:00:00,"60,47",2025-01-30 16:00:00,"64,05",2025-01-30 16:00:00,"38,55",2025-01-30 16:00:00,"645,7",2025-01-30 16:00:00,"414,5",2025-01-30 16:00:00,"211,1"
2025-01-31 16:00:00,"317,45",2025-01-31 16:00:00,"152,2",2025-01-31 16:00:00,"284,02",2025-01-31 16:00:00,236,2025-01-31 16:00:00,"176,52",2025-01-31 16:00:00,"371,44",2025-01-31 16:00:00,"149,19",2025-01-31 16:00:00,"60,6",2025-01-31 16:00:00,"63,48",2025-01-31 16:00:00,"39,05",2025-01-31 16:00:00,"640,4",2025-01-31 16:00:00,"411,98",2025-01-31 16:00:00,"210,78"
2025-02-03 16:00:00,"316,53",2025-02-03 16:00:00,"150,04",2025-02-03 16:00:00,"288,87",2025-02-03 16:00:00,"228,01",2025-02-03 16:00:00,"175,87",2025-02-03 16:00:00,"361,55",2025-02-03 16:00:00,"149,34",2025-02-03 16:00:00,"61,04",2025-02-03 16:00:00,"63,35",2025-02-03 16:00:00,"37,38",2025-02-03 16:00:00,"632,37",2025-02-03 16:00:00,"408,76",2025-02-03 16:00:00,"209,55"
2025-02-04 16:00:00,"315,83",2025-02-04 16:00:00,"151,68",2025-02-04 16:00:00,"289,02",2025-02-04 16:00:00,"232,8",2025-02-04 16:00:00,"176,23",2025-02-04 16:00:00,"361,95",2025-02-04 16:00:00,"153,22",2025-02-04 16:00:00,"61,34",2025-02-04 16:00:00,"62,67",2025-02-04 16:00:00,"38,55",2025-02-04 16:00:00,"634,18",2025-02-04 16:00:00,"411,49",2025-02-04 16:00:00,"210,62"
2025-02-05 16:00:00,"320,53",2025-02-05 16:00:00,"152,45",2025-02-05 16:00:00,"307,81",2025-02-05 16:00:00,"232,47",2025-02-05 16:00:00,"181,84",2025-02-05 16:00:00,"358,85",2025-02-05 16:00:00,"152,99",2025-02-05 16:00:00,"62,57",2025-02-05 16:00:00,"63,12",2025-02-05 16:00:00,"37,95",2025-02-05 16:00:00,"645,45",2025-02-05 16:00:00,"413,82",2025-02-05 16:00:00,"209,49"
